VTX,IDX,Position[0],Position[1],Position[2],Position[3],Normal[0],Normal[1],Normal[2],TexCoord0[0],TexCoord0[1]
3030,869,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4483633637,-0.1494240612
3031,833,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4016782343,-0.1768748760
3032,834,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4629319608,-0.1965438128
3033,835,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4217424095,-0.2095727026
3034,833,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4016782343,-0.1768748760
3035,840,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3725077808,-0.2160336822
3036,833,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4016782343,-0.1768748760
3037,839,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3448904157,-0.1676175445
3038,840,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3725077808,-0.2160336822
3039,835,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4217424095,-0.2095727026
3040,837,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4607990980,-0.2520644665
3041,834,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4629319608,-0.1965438128
3042,834,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4629319608,-0.1965438128
3043,837,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4607990980,-0.2520644665
3044,838,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4900259376,-0.2217134237
3045,834,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4629319608,-0.1965438128
3046,838,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4900259376,-0.2217134237
3047,847,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4793907404,-0.2056022882
3048,834,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4629319608,-0.1965438128
3049,847,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4793907404,-0.2056022882
3050,850,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4883280396,-0.1928801388
3051,850,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4883280396,-0.1928801388
3052,873,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4835503995,-0.1775403023
3053,834,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4629319608,-0.1965438128
3054,873,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4835503995,-0.1775403023
3055,869,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4483633637,-0.1494240612
3056,834,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4629319608,-0.1965438128
3057,846,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3829439282,-0.2513754964
3058,837,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4607990980,-0.2520644665
3059,835,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4217424095,-0.2095727026
3060,840,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3725077808,-0.2160336822
3061,846,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3829439282,-0.2513754964
3062,835,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4217424095,-0.2095727026
3063,836,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4874102473,-0.2545914054
3064,838,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4900259376,-0.2217134237
3065,837,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4607990980,-0.2520644665
3066,837,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4607990980,-0.2520644665
3067,848,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4789891243,-0.2770034969
3068,836,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4874102473,-0.2545914054
3069,846,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3829439282,-0.2513754964
3070,864,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3926173449,-0.2783088982
3071,837,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4607990980,-0.2520644665
3072,837,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4607990980,-0.2520644665
3073,864,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3926173449,-0.2783088982
3074,848,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4789891243,-0.2770034969
3075,852,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.5014314055,-0.2159032375
3076,847,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4793907404,-0.2056022882
3077,838,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4900259376,-0.2217134237
3078,839,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3448904157,-0.1676175445
3079,841,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3341687918,-0.2206131816
3080,840,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3725077808,-0.2160336822
3081,841,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3341687918,-0.2206131816
3082,839,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3448904157,-0.1676175445
3083,866,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2352045625,-0.2423209101
3084,841,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3341687918,-0.2206131816
3085,846,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3829439282,-0.2513754964
3086,840,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3725077808,-0.2160336822
3087,865,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3414298594,-0.2678574920
3088,846,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3829439282,-0.2513754964
3089,841,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3341687918,-0.2206131816
3090,866,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2352045625,-0.2423209101
3091,865,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3414298594,-0.2678574920
3092,841,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3341687918,-0.2206131816
3093,842,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4866335392,-0.1199357808
3094,869,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4483633637,-0.1494240612
3095,843,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4844806492,-0.1391922981
3096,842,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4866335392,-0.1199357808
3097,844,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4761180580,-0.1076320261
3098,845,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4493356943,-0.1140179038
3099,869,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4483633637,-0.1494240612
3100,842,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4866335392,-0.1199357808
3101,845,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4493356943,-0.1140179038
3102,869,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4483633637,-0.1494240612
3103,871,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4924241304,-0.1565856636
3104,843,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4844806492,-0.1391922981
3105,864,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3926173449,-0.2783088982
3106,846,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3829439282,-0.2513754964
3107,858,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3601289690,-0.2867251933
3108,865,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3414298594,-0.2678574920
3109,858,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3601289690,-0.2867251933
3110,846,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3829439282,-0.2513754964
3111,851,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.5016636252,-0.2041444033
3112,850,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4883280396,-0.1928801388
3113,847,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4793907404,-0.2056022882
3114,851,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.5016636252,-0.2041444033
3115,847,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4793907404,-0.2056022882
3116,852,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.5014314055,-0.2159032375
3117,849,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4806604087,-0.3066098988
3118,848,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4789891243,-0.2770034969
3119,864,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3926173449,-0.2783088982
3120,855,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4704280794,-0.3737660348
3121,849,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4806604087,-0.3066098988
3122,859,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3948835433,-0.2946237326
3123,864,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3926173449,-0.2783088982
3124,859,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3948835433,-0.2946237326
3125,849,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4806604087,-0.3066098988
3126,853,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3666928411,-0.3976672590
3127,855,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4704280794,-0.3737660348
3128,854,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3576522768,-0.3761959076
3129,853,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3666928411,-0.3976672590
3130,854,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3576522768,-0.3761959076
3131,856,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2406428009,-0.4006415308
3132,855,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4704280794,-0.3737660348
3133,853,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3666928411,-0.3976672590
3134,904,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4663205445,-0.3920210898
3135,853,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3666928411,-0.3976672590
3136,856,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2406428009,-0.4006415308
3137,902,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3662019372,-0.4067943394
3138,853,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3666928411,-0.3976672590
3139,902,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3662019372,-0.4067943394
3140,904,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4663205445,-0.3920210898
3141,855,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4704280794,-0.3737660348
3142,860,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3963252604,-0.2946237326
3143,854,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3576522768,-0.3761959076
3144,854,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3576522768,-0.3761959076
3145,857,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2478135526,-0.3492103517
3146,856,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2406428009,-0.4006415308
3147,857,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2478135526,-0.3492103517
3148,854,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3576522768,-0.3761959076
3149,860,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3963252604,-0.2946237326
3150,882,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1961207986,-0.3661876917
3151,856,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2406428009,-0.4006415308
3152,857,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2478135526,-0.3492103517
3153,856,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2406428009,-0.4006415308
3154,882,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1961207986,-0.3661876917
3155,897,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2517013550,-0.4081812203
3156,897,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2517013550,-0.4081812203
3157,903,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3630799651,-0.4102377594
3158,856,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2406428009,-0.4006415308
3159,856,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2406428009,-0.4006415308
3160,901,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3655118048,-0.4074420035
3161,902,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3662019372,-0.4067943394
3162,901,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3655118048,-0.4074420035
3163,856,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2406428009,-0.4006415308
3164,903,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3630799651,-0.4102377594
3165,857,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2478135526,-0.3492103517
3166,859,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3948835433,-0.2946237326
3167,858,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3601289690,-0.2867251933
3168,858,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3601289690,-0.2867251933
3169,865,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3414298594,-0.2678574920
3170,857,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2478135526,-0.3492103517
3171,861,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2375283688,-0.2651178837
3172,863,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1948627234,-0.3083161414
3173,857,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2478135526,-0.3492103517
3174,857,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2478135526,-0.3492103517
3175,865,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3414298594,-0.2678574920
3176,861,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2375283688,-0.2651178837
3177,882,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1961207986,-0.3661876917
3178,857,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2478135526,-0.3492103517
3179,863,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1948627234,-0.3083161414
3180,858,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3601289690,-0.2867251933
3181,859,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3948835433,-0.2946237326
3182,864,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3926173449,-0.2783088982
3183,863,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1948627234,-0.3083161414
3184,861,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2375283688,-0.2651178837
3185,867,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1915034801,-0.2459457815
3186,865,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3414298594,-0.2678574920
3187,866,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2352045625,-0.2423209101
3188,861,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2375283688,-0.2651178837
3189,861,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2375283688,-0.2651178837
3190,866,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2352045625,-0.2423209101
3191,867,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1915034801,-0.2459457815
3192,862,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1945550889,-0.3093060255
3193,879,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1042918935,-0.2606353462
3194,881,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1217059344,-0.3044613004
3195,862,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1945550889,-0.3093060255
3196,892,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1376139671,-0.2691978812
3197,879,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1042918935,-0.2606353462
3198,881,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1217059344,-0.3044613004
3199,883,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1983274221,-0.3649764359
3200,862,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1945550889,-0.3093060255
3201,863,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1948627234,-0.3083161414
